pca1,pca2,model_type
-10.3426163296738,-25.398200385190396,Baseline
3.7445701925517794,1.9525108462214693,Baseline
-12.50849138913262,-30.533215690388484,Baseline
54.3473746836623,-4.97811448238251,Baseline
14.468277605093675,1.8201440861186544,Baseline
-1.1961687727207602,-25.10578994828301,Baseline
3.5203934783023247,-3.1088234854172323,Baseline
52.7684879635318,-10.319339106141678,Baseline
-16.41440837894059,-27.75895204649641,Baseline
20.281612960147655,8.172377737825755,Baseline
-15.214570427070022,-23.88396512979726,Baseline
5.655062856733736,0.40176820901620447,Baseline
-14.903860979683637,-29.571290903126638,Baseline
6.84530003154041,-5.151024776599824,Baseline
-0.8727556330563323,-21.76196509038138,Baseline
-10.485024324818133,-28.778140322779272,Baseline
-10.648656704074833,-38.3689784614327,Baseline
2.8404947373543177,-2.788341224196082,Baseline
-4.548718577409816,-27.25556579631137,Baseline
-8.789773621905619,-23.58167187866839,Baseline
-7.266515531128212,-22.889050680361493,Baseline
7.092321775423988,1.080438837297306,Baseline
43.369967632668406,-9.668124067851586,Baseline
0.30814700965099234,-7.436604779917488,Baseline
-2.2467124294503105,-24.337810967845122,Baseline
2.0054807292923447,-1.6654218034717796,Baseline
-7.903459999686072,-24.031769112516283,Baseline
54.00674605683512,-8.14323269958282,Baseline
-5.422962101653581,-37.830691552498145,Baseline
-5.111025564400652,-22.906066163318105,Baseline
-10.211434376425128,-29.021410432506112,Baseline
0.11433653166645015,19.50158221468421,Baseline
56.04493434721621,-6.6062767707804335,Baseline
-4.094869335946668,-25.400353972652137,Baseline
0.03514965524544241,-7.393072496659062,Baseline
-5.324419442206274,-23.63573848517362,Baseline
8.245188909371157,1.160348355561647,Baseline
53.91664577031426,-10.325537649406398,Baseline
-11.927714947186924,-29.71716029306219,Baseline
-15.37847467951765,-38.08359872755523,Baseline
-4.584729334506676,-27.169850713000216,Baseline
5.605655737365653,-2.4144959879416787,Baseline
-8.834168263695323,-29.44269888615692,Baseline
58.13523171171424,-5.222195886836269,Baseline
-7.5227494752646304,-30.24582001060042,Baseline
5.577901081932946,-5.833689491305728,Baseline
1.5883076547846147,-5.424769849466595,Baseline
-6.186938990524587,-29.2105133993194,Baseline
-16.569572188293,-38.38752318759085,Baseline
59.372821186255045,-7.486665717266507,Baseline
-7.170695050540194,-27.492590353048065,Baseline
4.212892169212507,-3.320414273063294,Baseline
56.86386225765918,-4.776256266251876,Baseline
-14.723066756530256,-40.98107644715277,Baseline
-1.1674934402813273,-6.8177842703473726,Baseline
0.7968092332525897,-22.954392910056324,Baseline
53.113849778813005,-9.710404577680604,Baseline
0.4989575557423338,-17.33617108027788,Baseline
-7.9472993375224465,-26.83916523100305,Baseline
3.905006221179319,-2.09389612488077,Baseline
-9.389397082546516,-29.604340014681476,Baseline
2.886282486235402,-1.5751602757373235,Baseline
0.1838611264389197,-15.74936788082451,Baseline
8.152991855894275,-4.490880704491717,Baseline
7.935182779878964,-19.328494861753185,Baseline
-9.253932150370723,-34.83166861989721,Baseline
4.428265789731707,-0.001960209953685134,Baseline
5.9680340804825915,-27.10435986741927,Baseline
7.611338060924785,-2.013441216901905,Baseline
