pca1,pca2,model_type
2.055630904632494,18.75530087906443,Baseline
-2.0032763284268746,-21.19907548136629,Baseline
7.523782222214901,18.548679423462403,Baseline
-40.55175009789459,10.763239550744206,Baseline
-12.250222061253774,-19.069469511655022,Baseline
6.926040551395154,25.5442929914726,Baseline
-8.076207885047108,-12.204616340312239,Baseline
-39.48445571259801,15.844582114902806,Baseline
-2.6100870149989617,18.813249140179607,Baseline
-14.027947509971604,-10.242625173029515,Baseline
8.97793705545672,19.6430183067345,Baseline
-15.073412108912386,-17.012362875298365,Baseline
1.3573532622499347,11.17210740433643,Baseline
-6.799990417117696,-16.37132031272226,Baseline
3.973503137144068,22.131887510889975,Baseline
6.554647309105857,15.800496009484307,Baseline
3.4207895415349614,16.784494793802036,Baseline
-4.165621137210359,-7.090560940335798,Baseline
-9.175789707165517,15.740870917028174,Baseline
8.51855394841351,24.423969197311852,Baseline
3.873609912045795,20.86325867670464,Baseline
-11.60878225864477,-16.91204089829726,Baseline
-35.48636008262893,11.21646580270863,Baseline
-1.3401229963431485,-15.574145401873217,Baseline
5.394670846717022,23.3180297206733,Baseline
-5.1563230884859825,-11.632616208195936,Baseline
11.782853779161618,24.287650387958852,Baseline
-47.12958172889624,11.014671459021764,Baseline
0.8502176049334375,25.05564622694896,Baseline
5.500802289111643,22.831557386245553,Baseline
11.463414251578033,26.472429909129715,Baseline
-4.970400661498623,-19.966825211911534,Baseline
-51.43285678534921,8.670906270860227,Baseline
2.565347858100955,24.2076228590475,Baseline
-0.6111241162165455,-16.345257333801914,Baseline
0.8225589446284356,21.869991273064677,Baseline
-13.353724674793284,-19.547876896880947,Baseline
-40.28651053214558,14.740820782210017,Baseline
8.195325136020543,26.772859609338482,Baseline
4.378631941348706,26.286015789351495,Baseline
7.314607985076935,24.784503023283417,Baseline
-9.393308220087278,-16.75388154222678,Baseline
3.7683179580597503,24.261335297094522,Baseline
-56.38309232327254,15.055853537547547,Baseline
3.271180598674663,27.154289502855924,Baseline
-1.6710593631023551,-10.914545490238915,Baseline
-4.4228245204248795,-14.207870109380385,Baseline
5.872974175822327,27.19151087657865,Baseline
10.48475612047664,22.950234184748783,Baseline
-50.33857170755682,17.514252513829476,Baseline
8.859945727887624,25.963207770979537,Baseline
-6.250971520282638,-18.87944057819432,Baseline
-56.77416486047574,15.00240903290333,Baseline
3.2100855428540314,22.232171077663605,Baseline
-0.45260905327745604,-16.744873401825934,Baseline
-2.6982540602921086,20.823759943621237,Baseline
-44.48779075838077,17.124522516430407,Baseline
-15.240545682652623,16.973722099011802,Baseline
9.620750683783433,25.567834247260013,Baseline
-10.096177658709799,-20.493651433517847,Baseline
8.421148577836902,26.246525933037752,Baseline
-7.203116946490335,-17.345654665629514,Baseline
3.2377990976814597,4.311669517602816,Baseline
-2.762312242492269,-10.279442940554508,Baseline
-13.225196992313863,22.32860773431011,Baseline
5.5705891209151845,31.81119874629164,Baseline
-3.7081108903163718,-15.562812569794065,Baseline
-5.8229933024812155,16.15779072239466,Baseline
-4.079225057015206,-9.892790598768201,Baseline
12.397910831250421,26.274815898319776,Baseline
2.981405193439871,29.329085951248732,Baseline
-14.678237952624261,-18.524865092163978,Baseline
-36.11751469860054,13.05135010267364,Baseline
-8.073850320627493,-15.7555891556012,Baseline
2.0932483546436775,26.217461832277916,Baseline
4.1666601819311335,20.10545680349129,Baseline
-7.599472289251116,-19.66969185806304,Baseline
7.5799761434621855,26.399651005257258,Baseline
-51.480979403647495,17.33807196772951,Baseline
6.651864831797743,15.096618963165918,Baseline
-0.027559256631871146,17.946722946432757,Baseline
-10.353449431578357,-19.483106982030517,Baseline
-56.48121074841903,14.319450498955606,Baseline
-6.638284092402772,-17.31371804778536,Baseline
1.052065221927102,25.134133037675188,Baseline
4.3416702224886,24.09438654071475,Baseline
-10.668668126902608,-16.365228781795146,Baseline
1.9029650715167392,24.257201632258674,Baseline
-43.27972365046989,9.491199124706993,Baseline
-7.836093426166541,-19.99144430527956,Baseline
8.445555092050329,22.587038428094363,Baseline
-9.260736515577682,-16.292198231682026,Baseline
-9.166349545192807,-2.67727246915187,Baseline
-7.6332816570023665,-19.662134113198185,Baseline
7.595366310124999,27.00164618856957,Baseline
1.0814024551609056,17.53271377813205,Baseline
-12.136976085674503,-10.861445084033084,Baseline
8.87778838969941,14.483386167326154,Baseline
-6.583286960112996,-20.99637037223814,Baseline
-38.19954397001149,6.589267856358616,Baseline
3.079402419349972,27.548241693005707,Baseline
-7.109904834782885,-17.759962455571962,Baseline
-3.010503804630916,-8.193116585385605,Baseline
-27.442198160671662,-4.0268468279289955,Baseline
0.5903092200369899,24.747696074083123,Baseline
2.588989987643832,18.755887205520413,Baseline
-2.620128187437557,27.005856546445386,Baseline
-6.811720311111067,-11.335307473160855,Baseline
-41.07445618388331,5.591989039236765,Baseline
6.059970014560517,21.794750969313682,Baseline
4.8726583129722965,22.62299087293227,Baseline
-14.904525502101524,-17.767807856484865,Baseline
0.5541855732874584,22.00446664698828,Baseline
-36.2378996228266,15.654360239084044,Baseline
0.24189874592348307,-13.413140397899989,Baseline
5.5322446181504175,22.302487574049046,Baseline
6.650450625865101,28.968668726489096,Baseline
-31.575524020021813,11.69845395242592,Baseline
-8.749550737076133,-14.499149954318934,Baseline
7.593414779434266,24.473098797270506,Baseline
7.914053915556743,13.01248465818387,Baseline
-8.224382784318964,-17.579374786091076,Baseline
-37.92827097634881,12.97496110771296,Baseline
-0.5936639193474325,-12.29248601163443,Baseline
-0.7536245826004991,23.622523218008748,Baseline
10.177366223925809,27.49541645987584,Baseline
-6.484405126683903,-18.210606413314764,Baseline
-28.520862693816582,-5.963831504964301,Baseline
-6.596327295051985,-14.560548742693857,Baseline
-4.368615642889343,23.817442003376225,Baseline
4.507487131209347,21.084674472410974,Baseline
-10.248850688840447,-15.66147528734458,Baseline
-55.98536424076405,12.065627561400605,Baseline
-6.619268132841436,-20.132886063063207,Baseline
6.460059911822516,22.707311272719732,Baseline
-4.225692947829936,-0.5149608633401246,Baseline
9.436440429941557,23.12451367215634,Baseline
3.215809394567205,26.282103127447325,Baseline
-43.310695432353874,14.182422693865826,Baseline
-3.608702241050019,24.252711202496197,Baseline
8.694998755576117,25.068543340808798,Baseline
-3.4136503362800097,-15.491229583440434,Baseline
-46.17023790684657,14.007275069350905,Baseline
-2.3961392197727203,-20.52818003752422,Baseline
