pca1,pca2,model_type
-12.258805473139272,-11.854573616821307,Baseline
5.968700221139421,22.68778148927284,Baseline
-19.698666583952352,-11.019022727174091,Baseline
37.78681024275448,-21.60242385981311,Baseline
13.059607102448766,22.569593231005925,Baseline
-16.343227116481806,-16.011127062978062,Baseline
7.724336889963368,16.3996215599751,Baseline
37.42558301387696,-26.4559872831895,Baseline
-6.999058472299275,-13.55094648195871,Baseline
13.409060344900874,12.166089778370049,Baseline
-18.33411334112711,-14.508099447190618,Baseline
12.696021342098781,23.93834453190126,Baseline
-7.595155357969579,-7.515747075406685,Baseline
4.343804564599879,21.947770286382436,Baseline
-12.072823435568242,-17.584028030336654,Baseline
-16.829098538108838,-14.52100810254478,Baseline
-12.817383513364488,-13.456158361561316,Baseline
1.1677407943421971,10.900419500530843,Baseline
-3.7998028907879857,-10.20425308189159,Baseline
-18.912001611323497,-17.12752630035897,Baseline
-16.137411780156054,-10.865061472469472,Baseline
10.008256007447685,23.68334908782315,Baseline
32.282091680307275,-19.757738176145743,Baseline
-0.48595067069767306,24.51464019732209,Baseline
-12.639227106011369,-13.610665476032963,Baseline
3.2871985678103774,14.238547235771572,Baseline
-22.67673729565503,-12.827370791337376,Baseline
44.57478045114065,-23.85883948447243,Baseline
-10.413870983419324,-18.106073090799534,Baseline
-13.682023636952321,-16.938566168734123,Baseline
-20.296642014148887,-16.49197989885468,Baseline
12.211547898672949,22.103811138139715,Baseline
53.09684896210599,-29.675379247936924,Baseline
-14.832934686135243,-20.750864246617795,Baseline
-1.072365504681655,25.96498510564947,Baseline
-13.853176210784445,-13.469361523014692,Baseline
11.77455040733961,21.67992094818293,Baseline
37.474620625302414,-25.304934581516996,Baseline
-21.54301541667612,-14.536968791423263,Baseline
-16.421900289182812,-16.935789613017807,Baseline
-22.492833723669452,-11.475028066490847,Baseline
5.37031970168157,22.34688308558917,Baseline
-17.125507959688402,-17.418574787852272,Baseline
56.77821908247552,-37.866047686464896,Baseline
-14.636812179097168,-18.870256934272593,Baseline
-0.5618353102532405,24.31885658113003,Baseline
5.411302980316707,17.418721118536887,Baseline
-15.982345233209662,-17.261651668774267,Baseline
-22.32645273525175,-14.22262023805529,Baseline
51.88175712845874,-35.63167858022212,Baseline
-22.71618323809695,-13.117383192769275,Baseline
5.371470486663199,24.32702501732519,Baseline
56.37418207523121,-36.48258076302612,Baseline
-14.813623943114973,-18.688162434641573,Baseline
-1.0815427288433659,25.22258237907206,Baseline
-8.646630274323854,-14.107754767649107,Baseline
40.269530821362494,-28.51738645003481,Baseline
6.619721334361229,-12.58955225638826,Baseline
-22.805556979329058,-13.90280414622261,Baseline
6.872780871976707,26.12556217009777,Baseline
-23.046468776424415,-13.907110125336144,Baseline
5.570804987793461,20.371193559514225,Baseline
-8.059885280280142,4.704287177203918,Baseline
-0.8887422562619558,23.18710347932195,Baseline
3.278382075222026,-21.696381258996883,Baseline
-18.23653952846961,-23.192797630626316,Baseline
2.9150576518817837,19.700124675801757,Baseline
-2.3142491996354804,-12.522849593673742,Baseline
-0.38509583043697493,22.923594321376985,Baseline
-22.063361178378138,-15.696006903989398,Baseline
-17.139378127701104,-22.594799058281,Baseline
12.739200128112454,22.87257457623956,Baseline
34.95845757860306,-23.238418584526674,Baseline
3.079918088987353,27.757310218469634,Baseline
-15.303923135482567,-19.498627885152946,Baseline
-14.324763641350032,-13.599349479377734,Baseline
5.567784250191857,22.128122446901074,Baseline
-20.33691257693592,-18.657390168684206,Baseline
51.96550066855478,-34.93535461975416,Baseline
-18.363474441873066,-8.345662518217528,Baseline
-11.173816716832508,-7.385029682311831,Baseline
11.801226878355438,23.94722296879565,Baseline
56.29406850903101,-37.08950336361602,Baseline
7.346742120950286,24.718065384392233,Baseline
-13.909221951278619,-17.966205838265026,Baseline
-16.10793562216568,-17.086404348966326,Baseline
8.395346516537323,23.379535289185387,Baseline
-11.360515844874074,-19.25382854336806,Baseline
39.91954387660005,-16.842241863352292,Baseline
7.641989614492685,28.43311063535194,Baseline
-20.024583280689082,-15.578450306985205,Baseline
5.64426253639856,20.230453217573846,Baseline
2.522548142344767,5.564237302665959,Baseline
3.712530870295822,30.712861294431832,Baseline
-17.66673356126142,-18.24962099667721,Baseline
-16.122197004708184,-8.908772118965997,Baseline
10.764124141161936,13.031382965529769,Baseline
-18.219835243588882,-6.612556897122723,Baseline
3.862542269146869,31.298694851702685,Baseline
36.862533942775734,-10.715547121154197,Baseline
-15.334557738781617,-21.807570740004184,Baseline
4.306496248950321,21.328184162605787,Baseline
-2.097141413725351,18.202269453902304,Baseline
24.460981490604738,0.13489504954145048,Baseline
-13.645373331423935,-18.011920058861328,Baseline
-10.613681675347106,-15.616330276204163,Baseline
-9.579303158986697,-23.449629037063193,Baseline
5.420458449185054,15.075425434897882,Baseline
41.13169750847019,-13.583185198490083,Baseline
-18.046757122636144,-13.944935515730153,Baseline
-15.606212492048629,-15.955213168076131,Baseline
12.667339998733684,23.456255884902387,Baseline
-13.265973415887997,-15.416518261212348,Baseline
32.01030601122254,-24.836300667641396,Baseline
-1.7210457302153792,24.410792789104452,Baseline
-19.02386881284924,-15.527027818857892,Baseline
-18.623120394705484,-21.98921779188154,Baseline
26.39029523274573,-20.42102010489897,Baseline
5.297711433427721,21.367766076775425,Baseline
-18.848998496143317,-12.783706361832365,Baseline
-15.087311942890894,-6.914306260970573,Baseline
5.730370795994226,22.348875013166342,Baseline
35.87640380382639,-22.950029638227303,Baseline
-3.8825023133182683,23.474629836384107,Baseline
-12.748646961558633,-17.621419966982295,Baseline
